Low Date / time / sec,low,Instrument,Forecast,INCORRECT,CORRECT,Portfolio,Duration
2018-10-08 04:00:00,6592.9,BTSUSD,DOWN
2018-10-08 08:00:00,6646.9,BTSUSD,DOWN,1,0,-0.82,1
